cluster_id,0% Greek Strained Yogurt,100% Whole Wheat Bread,2% Reduced Fat Milk,Apple Honeycrisp Organic,Baby Cucumbers,Bag of Organic Bananas,Banana,Blueberries,Cheez-It Baked Snack Crackers,Clementines,Coke Classic,Cola,Crunchy Oats 'n Honey Granola Bars,Cucumber Kirby,Diet Coke,Energy Drink,Extra Fancy Unsalted Mixed Nuts,Fat Free Milk,Fridge Pack Cola,Half & Half,Hass Avocados,Large Lemon,Limes,Michigan Organic Kale,Mineral Water,Mixed Fruit Fruit Snacks,Natural Spring Water,Organic Avocado,Organic Baby Spinach,Organic Blueberries,Organic Fuji Apple,Organic Garlic,Organic Half & Half,Organic Hass Avocado,Organic Raspberries,Organic Strawberries,Organic Whole Milk,Organic Whole String Cheese,Organic Yellow Onion,Organic Zucchini,Original Nooks & Crannies English Muffins,Original Rice Krispies Treats,Packaged Grape Tomatoes,Popcorn,Purified Water,Raspberries,Reduced Fat 2% Milk,"Select-A-Size Paper Towels, White, 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins",Select-A-Size White Paper Towels,Smartwater,Smartwater Electrolyte Enhanced Water,Soda,Sparkling Mineral Water,Sparkling Water,Sparkling Water Grapefruit,Spring Water,Strawberries,Trail Mix,Ultra Soft Facial Tissues,White Giant Paper Towel Rolls,Whole Milk,Zero Calorie Cola
10,0.0,0.0,0.0,0.0,0.0,0.013849668432909223,0.007621503779392838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11325782811459027,0.024233559030657638,0.0,1.0,0.0,0.0,0.0,0.017202704410463794,0.024088909262685948,0.0,0.0,0.0,0.0,0.013517513566847559,0.0,0.00955892463371036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03012671782973407,0.0,0.0,0.0,0.0,0.0
11,0.19156626506024096,0.0,0.0,0.0,0.0,0.004499159183932481,0.0069867965851247715,0.0,0.0,0.10217674929616151,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7826714801444044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16884346959122631,0.2953546767106089,0.0,0.0,0.0,0.0,0.286069090088056,0.0,0.0,0.0,0.3138051044083527
12,0.0,0.11185863662154495,0.15591664599354998,0.0,0.0,0.004445220039978424,0.01826602008484505,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4879425346331452,0.24674748669426375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09901919866444074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026664286989112974,0.0,0.0,0.0,0.18213004833931076,0.0
13,0.0,0.0,0.0,0.0,0.0,0.017158993559031634,0.0157924181340612,0.0,0.0,0.09627137265673281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0120134588651586,0.009760788018716562,0.0,0.0,0.0,0.13381020505484026,0.0,0.0,0.01215618172651392,0.018316450311023216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15136292514205715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04424415491700875,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.47648344531692705,0.0,0.05969794079385728,0.03850640602695875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04361493744471123,0.05529995136377104,0.0,0.0,0.0,0.0,0.07985323137641835,0.11399709343743766,0.09176975061239248,0.08426946913338929,0.46728650137741046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.03147190405178158,0.04470797197253449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6583710407239819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02720997093390623,0.0,0.0,0.0,0.0,0.0,0.02343364578194376,0.04934032428119568,0.031528664042248716,0.03796667854802176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26626215175833495,0.0,0.07228270569337855,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.04994447441063553,0.04534518789089057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07920015683199373,0.08693350855098651,0.0,0.0,0.0,0.0,0.06291071654239859,0.05977783865070802,0.0,0.0,0.0,0.0,0.061648988653182045,0.0775368307069786,0.05234746207240745,0.07034528750962965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.04547069835326967,0.039680488900150274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12940147482394102,0.17921480589169358,0.0,0.0,0.0,0.0,0.07193068368507519,0.08595195635038211,0.0,0.0,0.25215876188279907,0.0,0.07171928959052787,0.0,0.05459332555853759,0.0,0.0,0.0,0.5129249182552903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.024088587111717484,0.014746280189358495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21312458361092604,0.0,0.0,0.0,0.0,0.0,0.0,0.017384367496524705,0.025492092420015766,0.3183147033533964,0.0,0.0,0.0,0.013560680809077455,0.0,0.016882171103223147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23346784155480524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06382295199000536,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.03883618364692071,0.04392023260889744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054031637838734485,0.0,0.0,0.0,0.0,0.0,0.040550360166814105,0.03256950228925699,0.0,0.0,0.0,0.0,0.034681795757276764,0.059484797537970535,0.04067508313769028,0.05287969553069414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05923612350526504,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.5235165546830729,0.0,0.06942919694133325,0.056142736365711765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06360577530645772,0.06689997148910716,0.0,0.0,0.0,0.0,0.09285890478539714,0.13451400564215085,0.10592734809865503,0.11355509307700268,0.5327134986225895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.21804328442895354,0.1489704787893823,0.0,0.0,0.012856553605990417,0.032033897879877274,0.49710068529256723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03109495875620165,0.0,0.0,0.0,0.0,0.0,0.013403576393276885,0.0,0.0,0.2208889816360601,0.0,0.0,0.0,0.028011284301712593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09162948420489024,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.6630608974358975,0.01673065329822001,0.004309987983211618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18421052631578946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021187506638565733,0.26053310404127256,0.0,0.0,0.0,0.0,0.0,0.009986708154878005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18710368113316314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03357130108870248,0.0,0.0,0.0,0.0,0.0
23,0.2512048192771084,0.0,0.0,0.0,0.0,0.009775676618967541,0.008401716970765838,0.0,0.0,0.15044976996497975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14144015259895087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11281156530408774,0.0,0.0,0.0,0.2096051227321238,0.024897376405497055,0.2704899525852337,0.0,0.0,0.0,0.0
24,0.277710843373494,0.09094593499229958,0.10921607541552965,0.0,0.0,0.00805279690325856,0.017608734373784837,0.0,0.0,0.12840760832246104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13247496423462088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10992023928215354,0.0,0.0,0.0,0.0,0.033464215598786366,0.24700835403025515,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.002433607259574198,0.0016331793812984655,0.0,0.0,0.053903728627343266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09328799526907156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20114656031904288,0.25925925925925924,0.0,0.0,0.24055496264674492,0.0,0.19643260329645518,0.0,0.0,0.0,0.4950696055684455
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0012443271476559738,0.0,1.0,0.0,0.20630202140309156,0.0,0.0,0.0,0.45267489711934156,0.2703984819734345,0.0,0.0,0.10570668243642815,0.0,0.0,0.0,0.0,0.0,0.0,0.21732851985559568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19973368841544606,0.0,0.0,0.0,0.0,0.0,0.0,0.03818544366899302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.07415680426436526,0.06164687701481903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1489715088795196,0.0,0.0,0.0,0.0,0.08540534563376721,0.09177712308320149,0.0,0.0,0.0,0.0,0.09681179082387766,0.12325819964095404,0.09241651855511022,0.13414816433063895,0.0,0.3953150711450973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.24446786090621708,0.17353014140411807,0.0,0.0,0.012802614462036361,0.036629880409122725,0.5028993147074328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03359823865607045,0.0,0.0,0.0,0.0,0.0,0.014517250094780741,0.0,0.0,0.24624373956594323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07062288059967875,0.0,0.0,0.0,0.2731950725089662,0.0
29,0.0,0.10926481316365405,0.15573058794343836,0.0,0.0,0.004238982136624679,0.01832873818704545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120574653668548,0.24571259609698404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5570350643586329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038711404604676064,0.0,0.0,0.0,0.16918758771245906,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0012041875622477165,0.0,0.0,0.033921582091602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1043369890329013,0.1898932831136221,1.0,0.0,0.35560298826040554,0.0,0.0,0.0,0.0,0.0,0.19112529002320186
31,0.0,0.0,0.0,0.0,0.0,0.05108354221531237,0.04798185690739547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11083799556648018,0.1315227509171549,0.0,0.0,0.0,0.0,0.07494787059269556,0.07662162690981054,0.0,0.0,0.1786711763650806,0.0,0.07294030587074495,0.0,0.05556093114213107,0.0806130779225259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.025608401814893548,0.021514817778825867,0.0,0.0,0.0,0.0,0.0,0.0,0.34840229715800325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04843695806252168,0.047984084396502945,0.0,0.0,0.0,0.0,0.035937697459876156,0.03755052297922059,0.0,0.0,0.0,0.0,0.02833004440059201,0.03336847804405437,0.021282230178090354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.017390614588951993,0.031125739760015453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3416289592760181,0.0,0.033055358677785654,0.0,0.0,0.0,0.0,0.0,0.01667351194237331,0.0,0.0,0.23424457429048415,0.0,0.20200286123032904,0.0,0.0,0.013592312119005301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16780844261760292,0.0,0.04779582366589327,0.0,0.0,0.0,0.0,0.0
34,0.27951807228915665,0.0,0.0,0.0,0.0,0.01394485515753403,0.016765803080211434,0.0,0.0,0.1525784522419831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08367754830113258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1491654744873629,0.0,0.0,0.006915833592210266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08070787637088733,0.0,0.0,0.09147256475500751,0.0,0.03724790290915581,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.07205635054097788,0.04980820804347117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0729416782509794,0.08821046629285718,0.0,0.0,0.23522176954416174,0.0,0.10101134681795758,0.14324794118485168,0.09521238942559877,0.1304342826919318,0.0,0.4839802536056529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.01582320652346353,0.012099576276501534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04763771809449128,0.05575936775630145,0.0,0.0,0.0,0.0,0.02964267660811323,0.032698080825586014,0.0,0.0,0.07138647602941553,0.0,0.023470646275283672,0.0,0.0,0.0,0.0,0.12070467524924983,0.16355111357887595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.03503506044357014,0.035332870055618415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060772397569104096,0.060468342185475185,0.0,0.0,0.0,0.0,0.04484708707190699,0.04154763834770991,0.0,0.0,0.0,0.0,0.03540947212629502,0.04999572564329068,0.03280692194478537,0.04404916581389199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.04119364152679506,0.042678414185329486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030132377100973082,0.020583746554933783,0.0,0.0,0.0,0.0,0.03697582634435126,0.07539965235232098,0.05053956742937753,0.051177978866518724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23996868271677432,0.0,0.06794574335177583,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.002187607404750018,0.0,0.0,0.0,0.28894173602853745,0.0,0.0,0.0,0.5473251028806584,0.0,0.0,0.0,0.10348905972797161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.243231247225921,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
