cluster_id,0% Greek Strained Yogurt,100% Whole Wheat Bread,2% Reduced Fat Milk,Apple Honeycrisp Organic,Baby Cucumbers,Bag of Organic Bananas,Banana,Beer,Blueberries,Clementines,Coke Classic,Cola,Crunchy Oats 'n Honey Granola Bars,Cucumber Kirby,Diet Coke,Distilled Water,Energy Drink,Extra Fancy Unsalted Mixed Nuts,Fat Free Milk,Fridge Pack Cola,Grapefruit Sparkling Water,Hass Avocados,India Pale Ale,Large Lemon,Limes,Michigan Organic Kale,Mineral Water,Mixed Fruit Fruit Snacks,Natural Spring Water,Organic 2% Reduced Fat Milk,Organic Avocado,Organic Baby Spinach,Organic Blueberries,Organic Fuji Apple,Organic Garlic,Organic Half & Half,Organic Hass Avocado,Organic Raspberries,Organic Strawberries,Organic Whole Milk,Organic Yellow Onion,Organic Zucchini,Original Nooks & Crannies English Muffins,Packaged Grape Tomatoes,Popcorn,Purified Water,Raspberries,"Select-A-Size Paper Towels, White, 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins",Smartwater,Soda,Sparkling Mineral Water,Sparkling Water,Sparkling Water Grapefruit,Spring Water,Strawberries,Sweet Kale Salad Mix,Trail Mix,Ultra Soft Facial Tissues,White Giant Paper Towel Rolls,Whole Milk,Zero Calorie Cola
10,0.0,0.0,0.0,0.0,0.0,0.03182360936448052,0.028038369087716918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09944240931046779,0.11550653935954139,0.0,0.0,0.0,0.0,0.0,0.055103586042465444,0.060586608730001976,0.0,0.0,0.22484785935442542,0.0,0.05195800679446141,0.0,0.032343123656815374,0.0,0.0,0.3421717914045505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.015287781207525119,0.013297064046436744,0.0,0.0,0.1167646042170757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08274398868458274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15332428765264586,0.0,0.0,0.00955153510443181,0.014004946854736279,0.0,0.0,0.0,0.0,0.0,0.0,0.12734375,0.0,0.0,0.0,0.0,0.0,0.08450177603290335,0.0,0.03713966182042765,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.04378326537352489,0.041310315899460735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053781567089182095,0.0,0.0,0.0,0.0,0.0,0.0,0.032058510809678774,0.023125288037395483,0.0,0.0,0.0,0.0,0.04063799256779131,0.07948866616968994,0.055571644134188906,0.05295585712057401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059256539084277825,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.012258171055472987,0.007713502774198572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028057833825007292,0.025568990717716063,1.0,0.0,0.0,0.0,0.0,0.018051035860424655,0.02252178111352514,0.0,0.0,0.0,0.0,0.013785152752738021,0.0,0.00905871653787336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02311839623428867,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.04773065050874586,0.04553252305134214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0744318734398807,0.0766879899774112,0.0,0.0,0.0,0.0,0.0,0.055611044881915137,0.04978932121930344,0.0,0.0,0.0,0.0,0.05225235169309639,0.06803059167840084,0.047960899673317174,0.06580208124428995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.04264319195152624,0.03568907877518317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13613965701688982,0.17195953000132874,0.0,0.0,0.0,0.0,0.0,0.06974739826658505,0.07877959927140255,0.0,0.0,0.32769849460834904,0.0,0.06679176324858653,0.0,0.04999822178867737,0.0,0.0,0.4728085131401023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.02701243600980654,0.023220883473613087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053246669043991314,0.051878286289174465,0.0,0.0,0.0,0.0,0.0,0.03565905209910752,0.037439374986283934,0.0,0.0,0.0,0.0,0.028925518476274576,0.03547861619591927,0.022756024325930893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04142950141047255,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.15510323192529366,0.12360801781737193,0.0,0.0,0.012299455051255669,0.0330140932803862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0314455214445489,0.0,0.0,0.0,0.0,0.0,0.0,0.013298643554467249,0.0,0.0,0.22406639004149378,0.0,0.16843057440072365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1222035271390291,0.0,0.04992572067635914,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.08338804990151018,0.11920935412026726,0.0,0.0,0.004792119202774284,0.01687375826670987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2946457197819814,0.18432047186040795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0913613749434645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09779209703401877,0.0,0.0,0.0,0.0,0.021949957435443757,0.0,0.0,0.0,0.0,0.30382237211916807,0.0
19,0.0,0.19369665134602757,0.1479955456570156,0.0,0.0,0.01234073904703835,0.03146687162330176,0.0,0.502006957452502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03256394462994781,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.21076710288328546,0.0,0.0,0.0,0.02624313205775974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08482865679614081,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.017336102536742757,0.009529478842497356,0.0,0.0,0.10162461113031455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15455831297415457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012865670331599622,0.2579351238228113,0.0,0.0,0.0,0.0,0.0,0.010740396388706833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16427556818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0427314760720426,1.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.09994893120303494,0.14164810690423163,0.0,0.0,0.004569820763944464,0.01879020327378037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3257454312279577,0.21233718358318998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5307053941908714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036288370695554927,0.0,0.0,0.0,0.0,0.3122540753232153,0.0
22,0.3348327242057914,0.0,0.0,0.0,0.0,0.007481930312615119,0.006344613483433928,0.0,0.0,0.1447632215693052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09941203075531434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12299819956410499,0.0,0.0,0.0,0.1808468539770479,0.01729289422290474,0.0,0.3364844149207971,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.06656567966159826,0.0583624065324904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09529289720232113,0.1053510753402555,0.0,0.0,0.0,0.0,0.0,0.06953797080903437,0.0620350253472908,0.0,0.0,0.0,0.0,0.07827734648073881,0.1039785747811922,0.08331174076727278,0.09462530917842102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.06927136923135552,0.049420670981807586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07405677095080065,0.08767309675861917,0.0,0.0,0.33285882059859784,0.0,0.09677201761163644,0.1339766420939286,0.09077006711477592,0.12306972391202621,0.2588400945777211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0018888160489082793,0.0,0.0,0.0,0.0,0.0,0.40208447613823367,0.0,0.0,0.0,0.0,0.0,0.0,0.0901941508970263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39849624060150374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13256893774282194,0.32408435072142067,0.0,0.0,0.11693707954095765,0.0,0.0,0.15840572304547776,0.0,0.0,0.0,0.44370860927152317
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0019415622417634309,0.0,0.0,0.0,0.4066937119675456,0.0,0.0,0.0,0.43441636582430804,0.0,1.0,0.0,0.0,0.08945686900958466,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18381742738589213,0.0,0.0,0.0,0.021842130199943143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3643162393162393,0.0,0.0
27,0.3820635366882204,0.0,0.0,0.0,0.0,0.01165796527063247,0.014201284495382197,0.0,0.0,0.15119253370203942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06994985212806995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12700135685210312,0.0,0.0,0.005481971477490385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08409930825357718,0.0,0.0,0.06898485698261357,0.0,0.03096362816939024,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.2306850514335741,0.14008908685968818,0.0,0.0,0.013661826912084143,0.036628463352698724,0.0,0.497993042547498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03619476772457613,0.0,0.0,0.0,0.0,0.0,0.0,0.015102941650288365,0.0,0.0,0.26864560059580805,0.0,0.0,0.0,0.02537342278914382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06501527316429918,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.019368545406043977,0.015195926989222194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05922780173112458,0.06664641901254721,0.0,0.0,0.0,0.0,0.0,0.036343718787253926,0.03835012179867009,0.0,0.0,0.11459482543862771,0.0,0.027429265241546784,0.0,0.015282456167090896,0.0,0.0,0.18501969545534716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.03208084041512645,0.04406316482180578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0354818442504108,0.022861939561524786,0.0,0.0,0.0,0.0,0.02506837386707875,0.048261961953670725,0.032449816336173394,0.0448225148739889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21561662616065308,0.0,0.05728688510908211,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0017879145865884176,0.0014241472070890882,0.0,0.0,0.038506740407881095,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07789254240500332,0.3035516093229745,0.5396941005098325,0.0,0.3185595567867036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.035523385300668155,0.0,0.0,0.0,0.004008710656991508,0.0,0.0,0.0,0.5933062880324543,0.0,0.0,0.0,0.5655836341756919,0.0,0.0,0.0,0.0,0.11968542639469157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2854771784232365,0.0,1.0,0.0,0.02141571117217853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6356837606837606,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.021210446756348207,0.013342275068884015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19853413912819853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016923349550536457,0.023794632080233503,0.29508196721311475,0.0,0.0,0.0,0.013049290506150581,0.0,0.015135118657501258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1806818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05174514680598909,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.486707262735779,0.0,0.06481904907079253,0.0423853335443181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050947256500306085,0.0609651721640661,0.0,0.0,0.0,0.0,0.08729779118682315,0.1193434385267401,0.10024539316252343,0.09444704414287942,0.16293403469620893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.07151975915551999,0.06113786096605908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16330365786526452,0.0,0.0,0.0,0.0,0.0,0.08800786158456037,0.08957140035552044,0.0,0.0,0.0,0.0,0.09228939009284129,0.11730031199094398,0.08765057639449872,0.12963210553290105,0.22018543609362132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.02059753820357456,0.028151396643835102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03165623885629072,0.0,0.0,0.0,0.0,0.0,0.0,0.02081386731965074,0.013419799416244212,0.0,0.0,0.0,0.0,0.013852606792008537,0.0,0.017507760622272352,0.027463957038126433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13628715647784634,0.0,0.04583618488040194,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.04164920036075861,0.03698010463839973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09519564301228645,0.09128528311915111,0.0,0.0,0.0,0.0,0.0,0.06613074717272932,0.0609377400311629,0.0,0.0,0.0,0.0,0.05503023167396397,0.0,0.039227341777296816,0.04959110457472647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.6127098321342925,0.014900346785564575,0.003935870676382013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15140799794265142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040950687997893,0.23526334147192188,0.0,0.0,0.0,0.0,0.0,0.00908920016054708,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028075915137959238,0.0,0.0,0.0,0.0,0.0,0.0
39,0.2831037391059882,0.0,0.0,0.0,0.0,0.009546130101749171,0.004744645633494335,0.0,0.0,0.1114414103007259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07213578500707214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09642695612844866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09850852272727273,0.0,0.0,0.0704065194731356,0.0,0.0,0.0,0.20122675108824695,0.02422006710177102,0.0,0.0,0.0,0.0,0.0,0.0
